"month","year","bif_kg","bif_kg_with_home"
1,2009,5.08103098988,6.35128873735
2,2009,4.2064276414152,5.258034551769
3,2009,4.4190374155376,5.523796769422
4,2009,0,0
5,2009,8.1852025382608,10.231503172826
6,2009,8.2424641737776,10.303080217222
7,2009,8.7855212083632,10.981901510454
8,2009,8.690189505568,10.86273688196
9,2009,7.45793856290016,9.3224232036252
10,2009,7.92774927102688,9.9096865887836
11,2009,6.58051057911744,8.2256382238968
12,2009,6.3130166628744,7.891270828593
1,2010,2.7981535736984,3.497691967123
2,2010,6.9624801664496,8.703100208062
3,2010,4.5205612841616,5.650701605202
4,2010,5.304383999804,6.630479999755
5,2010,6.8155883888592,8.519485486074
6,2010,6.1995603309432,7.749450413679
7,2010,7.443740235188,9.304675293985
8,2010,8.0870555259992,10.108819407499
9,2010,10.341297951376,12.92662243922
10,2010,8.8602906332552,11.075363291569
11,2010,8.8642609240312,11.080326155039
12,2010,0,0
1,2011,8.7184538663496,10.898067332937
2,2011,10.0809487985928,12.601185998241
3,2011,16.0236487524053,20.0295609405066
4,2011,15.6458998204894,19.5573747756118
5,2011,22.6607552482048,28.325944060256
6,2011,20.1808160576808,25.226020072101
7,2011,9.8823499823992,12.352937477999
8,2011,23.7800788061804,29.7250985077255
9,2011,19.5088026814176,24.386003351772
10,2011,16.5773672446908,20.7217090558635
11,2011,84.178119434298,105.222649292872
12,2011,11.5384969281432,14.423121160179
1,2012,9.5701307020092,11.9626633775115
2,2012,8.8666963955568,11.083370494446
3,2012,7.5822393587596,9.4777991984495
4,2012,12.0227373684768,15.028421710596
5,2012,15.0168723737716,18.7710904672145
6,2012,19.9889380007532,24.9861725009415
7,2012,19.6766148205797,24.5957685257246
8,2012,18.7684483902028,23.4605604877535
9,2012,23.9856611021264,29.982076377658
10,2012,10.5222163002559,13.1527703753199
11,2012,6.7659256213612,8.4574070267015
12,2012,2.90512928250432,3.6314116031304
1,2013,3.9649133521216,4.956141690152
2,2013,4.4202177753196,5.5252722191495
3,2013,17.3143633221744,21.642954152718
4,2013,16.0195169647336,20.024396205917
5,2013,35.602363732076,44.502954665095
6,2013,9.43917325304112,11.7989665663014
7,2013,22.4893200883019,28.1116501103774
8,2013,14.1305631538832,17.663203942354
9,2013,6.957633626648,8.69704203331
10,2013,17.9060558971352,22.382569871419
11,2013,15.7584126266296,19.698015783287
12,2013,17.0436698677536,21.304587334692
1,2014,17.32671261385,21.6583907673125
2,2014,12.9258555058664,16.157319382333
3,2014,14.90906215094,18.636327688675
4,2014,19.2702981564808,24.087872695601
5,2014,16.1514269614376,20.189283701797
6,2014,27.0676744998704,33.834593124838
7,2014,21.4774288928782,26.8467861160978
8,2014,17.2840240592198,21.6050300740248
9,2014,11.0590166092634,13.8237707615793
10,2014,23.8650576389851,29.8313220487314
11,2014,7.139984414528,8.92498051816
12,2014,19.2829899645474,24.1037374556843
